5 10690 135.3375 0.012660 0.040124 0.008675 0.007200 0.011963 0.000000
4 10759 84.9856 0.007899 0.007544 0.005169 0.004290 0.007689 0.000000
3 10896 57.6647 0.005292 0.029361 0.003128 0.002790 0.004716 0.000000
2 10743 37.4702 0.003488 0.029145 0.001907 0.001754 0.002776 0.000000
1 10567 40.9799 0.003878 0.062345 0.001547 0.001431 0.002426 0.000000
